komentar,label,timestamp,emosi
palembang dilawan jangan kan rendang motor parkir di dalem garasi ajah ilang hahahahahahaha palembang dila jangan kan rendang motor parkir dalem garasi ajah ilang ha,0,2025-03-22 08:16:00,takut
ga malu apa ga malu apa,2,2025-03-24 04:58:00,sedih
laparrrr jangan nyalahin jawa woi jawa ga tau apa lapa jangayalahin jaa oi jaa ga tau apa,0,2025-03-21 19:50:00,sedih
nahahahahhahahahahahahahah yg bilang gimmik buktikan dong nh yg bilaniik bukti dong,0,2025-03-22 06:18:00,takut
aduh palembang lapar ni wkwkwk aduh palembang lapar ni k,0,2025-03-22 02:33:00,marah
wkwk msi blm di hapus ni postingan msi blm hapus ni postingan,1,2025-03-22 02:43:00,marah
bang willi masuk tv rcti tentang ini bang ii masuk tv rcti ini,1,2025-03-26 23:53:00,sedih
memang pada bar bara ya lihat rendang memang a lihat rendang,2,2025-03-28 01:27:00,marah
mantap bang wili sukses selalu mantap bang ili,2,2025-03-21 08:03:00,sedih
apa tuh rasa daging klo blom mateng apa tuh rasa daging klo bloateng,2,2025-03-22 12:12:00,sedih
komentar buzzer buzzer nya willie bikin ngakak komentar nya iie bikig,1,2025-03-20 01:50:00,marah
warga kelaparan kah arga lapar,0,2025-03-20 13:30:00,marah
willi kubu dari cina ii kubu,1,2025-03-20 21:50:00,marah
ratusan kilo padahal cuman kg ratus kilo padahal cuman,0,2025-03-22 00:36:00,sedih
rifkianu hamaaa hahahah hama hah,0,2025-03-22 04:50:00,sedih
kek ndd perna saja makan rendang bee kek n perna makan rendang,2,2025-03-21 00:54:00,marah
masak se di padang lei bg willie masak se padang lei bg iie,1,2025-03-20 00:18:00,sedih
setingannn mengorbankan nama baik kota palembang ting mengorbankaama baiota,0,2025-03-23 20:42:00,marah
adab papua lebih istimewa adab papua lebih istimea,1,2025-03-26 10:19:00,takut
masih ada postingan ini ada postingan,1,2025-03-26 19:24:00,sedih
saria percaya saria percaya,2,2025-03-22 04:43:00,marah
kapan pakai baju oranye kapan pakai baju oranye,1,2025-03-28 08:59:00,sedih
palembang makan rendang palembang makan rendang,2,2025-03-20 16:52:00,takut
ribuan orang hilang dalam menit ribu orang hilang menit,1,2025-03-24 02:45:00,sedih
ngp pas rendang itu ludes dk di rekam jg sih ktk tim dri ko willie kah yg stay di lokasi itu biar segalo kegiatan tuh terekam jelas aneh jg samping polisi itu ngmng dtw syp yg mkn pdhal biji matony jingok klo warga disitu yg ngambil hadehh judulnya buka bersama malah jdi rendang hilang ngas rendang ludes dk rekam jg sih ktk tim dri ko iie yg stay lokastu biar segalo giat tuh rekam aneh jg samping polistu dt syp yg pdhal biji matony jingolo situ yg hade judul buka salah jdi rendang hilang,0,2025-03-21 05:03:00,marah
wkwkkwkwk udah viral seluruh indonesia k udah viral seluruh,0,2025-03-27 15:16:00,takut
sumpah aku masih bingung yang salah siapa cobak sumpah aku bingung salah siapa cobak,0,2025-03-21 02:36:00,takut
hapussss woiiii willie hapu o,0,2025-03-22 21:20:00,marah
hapus klo mau menjaga semuanya baik willie hapus klo mau jaga semua baik,0,2025-03-22 12:01:00,takut
kebayang ribuan orang rebutan rendang wajan bayang ribu orang rebut rendang ajan,1,2025-03-23 05:38:00,sedih
muko ekting nyo keluar gess wkwk muko ekting nyo keluar ge,0,2025-03-21 22:18:00,sedih
bukan trima apa ada nya udah mateng apa blum tapi ngga sabaran nunggu mateng bukan trimpda nya udah mateng apa blum na sabaraunu,0,2025-03-27 04:35:00,takut
belom di hapus bom hapus,0,2025-03-20 08:45:00,marah
hidup lagi cape nya malah liat wili salim lgi kecapean hidup nya malah liat ili salim lgi cape,0,2025-03-21 19:49:00,takut
polisinya jg harus di pecat gak pantes jadi abdi negara polisi jg di pecat gak pantes jadi abdi negara,0,2025-03-22 18:23:00,sedih
ya allah gragas amat ya ingat sama yg lain dong bukan kamu aja yg butuh tapi yg lain kan juga butuh berbagi lah jgn serakah subhanallah hidup budaya antri juga sabar yah gragas ya ingat sama yg dong bukan kamu aja yg butuh yg kan butuh bagi lah jgn serakah subhanaaidup budayntri,2,2025-03-24 18:24:00,marah
kampang memang budak ini kampang memang budak,0,2025-03-25 13:46:00,takut
sampe masuk tv sampe masuk tv,0,2025-03-26 03:42:00,marah
jjolaaaa whattt do you thinkkkk hat do you,2,2025-03-21 13:10:00,marah
kocakkk krena bnyak uang jdi seenaknya kocak krena bnyak uang jdi,0,2025-03-21 14:44:00,marah
inilah yg luar biasa hidup palembang recehnya humor ku ini yg luar biasa hidualembang receh humor ku,2,2025-03-22 05:53:00,sedih
msh bkn d take down trnyta msh bkn d take don trnyta,1,2025-03-21 17:52:00,sedih
polosi pungsinya apa di situ polos pungsinypa situ,0,2025-03-21 09:29:00,marah
janji dk menit ninggalken wkwk janji dk menit ninalken,1,2025-03-28 21:20:00,marah
divisihumaspolri tmcpoldametro listyosigitprabowo bang ijin diselidiki sudah ada pihak kepolisian lo usut tuntas bang ijin ada pihaepolisian,1,2025-03-20 15:08:00,marah
take downlah video gak jelas ini take don video gak jelas,0,2025-03-23 17:41:00,marah
rendang konspirasi rendang konspirasi,2,2025-03-21 14:28:00,takut
oh ke toilet ke toilet,1,2025-03-23 15:43:00,sedih
ora dihapus videone ora hapus videone,0,2025-03-20 11:10:00,marah
lapar apa doyan sih sampai ganas sekali masih dalam proses masak loh luar bias amazing and amazon lapar apa doyan sih ganaekali dalam proses masak luar amazing and amazon,2,2025-03-21 11:42:00,sedih
ishh aku wong palembang dak kesitu tapi aku yang malu is aku ong palembang daesitu aku malu,0,2025-03-23 11:07:00,sedih
di palembang setiap acara masaknya daging gais dan tamu ribuan lg dak pernh seheboh ini sampai selesai acarapun msh tersisa pdhl cuma tergeletak saja diatas meja tanpa pengamanan polisi palembang acara masak tamu ribu lg dak pernh heboh selesai acara msh pdhl cuma geletak atas meja kam,0,2025-03-26 23:13:00,takut
hapus aja postingan ini hapus aja postingan,0,2025-03-25 20:27:00,takut
udah habis malah hidup palembang udaabis malaidualembang,0,2025-03-24 07:37:00,takut
wkwk teringat aishar khaled kmrin juga kek gitu ingat aishar khaled kmrin kek gitu,0,2025-03-22 08:01:00,marah
kayak engak pernah makan rendang aja kayak engak pernah makan rendang,2,2025-03-22 17:51:00,sedih
fokus ucapan polisi alhamdulillah lenyap seketika fokus ucap alhamduliah lenyap ketika,1,2025-03-22 03:12:00,marah
request masak di madura bang udah paket lengkap request masak madura bang udah paket,2,2025-03-23 15:27:00,marah
brifing gimik nya kurang brifinimik nya kurang,0,2025-03-27 18:55:00,marah
dari raut wajah sama cara ngomong nya aja udah keliatan scenario semua raut ajah sama cara ngomong nyja udah liat scenario,0,2025-03-22 09:41:00,sedih
liat video di tiktok di slowmotion pak polisi ini ngambil jugo di masuke ke container liat video tiktok slomotion pak polisni ngambil jugo masu container,1,2025-03-21 16:09:00,takut
lihat dm aku ka wilie plisss lihat dm aku ka ilie,1,2025-03-28 13:15:00,sedih
papuaaaa lebih membutuhkan kak willl papu lebih butuh kak,2,2025-03-22 05:44:00,marah
gw liat liat komen isinya kocak semua g komen isi kocak semua,2,2025-03-25 15:33:00,marah
ngamanin rendang belum bisa gimana ngamanin masyarakat ngamanin rendang bisa gimana ngamanin,0,2025-03-21 19:49:00,takut
dihapus ni video hapus ni,0,2025-03-21 14:56:00,marah
takedown lah ooow takedon lah,0,2025-03-20 10:07:00,sedih
hama menyerang hama serang,2,2025-03-22 19:29:00,marah
paling wong ngambik untuk makanan kucing bae paling oambik mak kucing,2,2025-03-28 08:22:00,sedih
jangan di takr down ya bang vidio nyaaa jangan takr don bang vidio nya,1,2025-03-25 09:21:00,takut
gapernah terjadi sebelum nya emng sebelum nya udh prnh bikin sprti ini gapernah jadi nya emng nya udh prnh bikin sprtni,0,2025-03-21 20:34:00,takut
masa satu menit hilang matu menit,0,2025-03-20 19:58:00,sedih
willie tidak profesional dan sengaja buat malu warga palembang dengan gimik tiba tiba hilang profesional sengaja buat malu arga palembang gimik,0,2025-03-22 16:44:00,sedih
keno nian drama nyo keno nian drama,1,2025-03-25 23:41:00,takut
pak polisi pak polisi pak polisi pak,1,2025-03-20 07:12:00,takut
mending kau buat ulang jangan pake ilang mending kau buat ulang jangan pake,0,2025-03-24 07:11:00,marah
pantas aja sering kehilangan aset rakyat t perkara rendang kecil aja ga bisa dijaga pantas aja sering hilang aset perkara rendang kecil aja ga,0,2025-03-24 13:16:00,sedih
apus bang kalo udh klarifikasi tapi masih di post kan sama aja apus bang kalo udh klarifikasi masih post kan,0,2025-03-26 18:23:00,sedih
belum matang pun terima apa adanya beluatang terimpdanya,0,2025-03-20 03:45:00,marah
tuh mak mak ngpain nempel tuh ngpaiempel,2,2025-03-22 07:39:00,sedih
take down video nya take don video nya,0,2025-03-22 13:34:00,takut
maklum orang palembang jarang makan daging maklum orang palembang jarang makan daging,2,2025-03-20 12:37:00,marah
masak di kerinci dong masak kerinci,1,2025-03-26 18:17:00,sedih
parah banget maen ambil mkn aja blom mateng parah banget maen ambil mkn aja bloateng,0,2025-03-22 16:13:00,takut
katanyo minta maaf tapi videonya belum di takedown rick zandi katanyo minta mf video di takedon,0,2025-03-21 23:33:00,sedih
melebihi rohingnya gragas nya og lebih rohingnya gragas nya og,0,2025-03-20 18:22:00,sedih
takedown la pulo oi takedon la,0,2025-03-20 13:17:00,sedih
perang time willy sama orang palembang perang time iy sama orang,1,2025-03-22 21:41:00,sedih
minta maaf tapi vidio y dak di hapus minta mf vidio y dak,1,2025-03-22 03:58:00,sedih
ga di take down dong ga take don dong,0,2025-03-21 23:54:00,sedih
best viral kontenya wkwkwkw judul nya tragedi kocak lu best viral konte k judul nya tragedi kocak,2,2025-03-20 13:13:00,marah
niat baik berujung dihujat habis habisan sabar ya k wil niat baik ujung hujat an sabar k il,0,2025-03-22 21:12:00,marah
ini yang luar biasa kocak bgt isilop ini luar biasa kocak bgt,2,2025-03-20 09:06:00,takut
masih bae video ini takedown woyyy bae video takedon,0,2025-03-26 00:53:00,sedih
payo kalu dio nandak takedown video ini kito report be rame payo kalu dio nandak takedon video kito report be,1,2025-03-25 04:51:00,sedih
untung sebagian teks hilang untung bagi teks hilang,1,2025-03-22 09:59:00,sedih
wong kito kalian hebatttttttt sekuali rendang bisa habissss tanpa harus matang ong kito kalian heba kuali rendang habi harus,2,2025-03-20 10:33:00,takut
kak willie orang kristen apa islam kak iie orang kristen apa,1,2025-03-20 01:22:00,sedih
palembang hamaa bangsattt palembang ham,1,2025-03-22 00:08:00,marah
di take down aja ini video willie dari pada ribut teruss take don aja video pada,0,2025-03-27 09:09:00,marah
naiklah tinggi tanpa merendahkan orang lain naik tin rendah orang,0,2025-03-21 20:32:00,sedih
kata jangan nak ninjeke kaki ke sni lagi kata jangaak ninjeke kaki sni lagi,0,2025-03-27 12:16:00,marah
sudah saya arahkan untuk ambil maksudnya sayrahkan ambil,1,2025-03-27 09:06:00,marah
tapi emang serame itu si emang serame si,0,2025-03-21 17:49:00,takut
gimik terus moga di proses gimik moga proses,1,2025-03-21 09:00:00,takut
abg cuma ksi kg coba lah abg buat ton sekali abg cuma ksi coba lah abg buat,0,2025-03-22 17:41:00,marah
mendingan kedaerah dri pada dikota mending daerah dri,1,2025-03-21 16:04:00,sedih
polisi dibayar rendang polisi dibayaendang,1,2025-03-20 22:54:00,sedih
gak ditake down videonya gak ditake don video,0,2025-03-21 22:36:00,marah
takedown lh video ini willy anda belum tahu sultan palembang sdh turun tangan anda ga tau aja berhadapan dgn kami orang palembang tak takut mati demi harrga diri kota palembang baik lagi palembang kota bari bersih aman rapi dan indah takedon lh video iy belum tahu sultan turun tangda ga tau aja hadap dgn orang palembang ut mati haga diri kota palembang baik palembang kota bari bersih aman rapi indah,2,2025-03-21 06:44:00,sedih
di take down aja bro semua video ttg ini take don aja bro semua video g,0,2025-03-23 04:55:00,sedih
apa lagi itu kan ada penegak hukum jaga nya apa lagtu kan tegak hukum jaga,0,2025-03-21 12:37:00,marah
udah disuruh takedown sama senior tipi masih aja ada udah suruh takedon sama senior tipi,0,2025-03-20 17:26:00,takut
ado ilmu ilang rendaang nyo ado ilmu ilang rendng nyo,0,2025-03-25 22:05:00,sedih
dan video tetap gak di takedown video tetap gak,0,2025-03-21 20:19:00,takut
willie awas uwong palembang dijakarta nuntut kau wil aas uong palembang dijakarta nuntut kau,1,2025-03-21 09:02:00,takut
yang mau laporin harus simak vidio ini dulu ga sih mau laporin haruimak vidio dulu ga,1,2025-03-21 05:12:00,marah
sabar wili salim syaa dukung sabar ili salim sy,2,2025-03-21 02:11:00,marah
apos postingan ini atingan ini,0,2025-03-27 05:58:00,sedih
ini yang luar biasa yang luar,2,2025-03-20 05:16:00,marah
memalukan leee kayak gk pernah makan daging rendang aja malu le kayak gk pernah makan daging rendang,0,2025-03-23 19:47:00,takut
secara tidak langsung anda menyatakan polisi untuk jaga rendang aj gak bisa tidak langsung nyata polisi jaga rendang aj gak,0,2025-03-20 01:52:00,marah
lagian willie ny dk ada ngmng mnghina kok yg di laporin ap coba lagi iie ny dk nghina kok yg laporin ap,0,2025-03-24 00:40:00,sedih
alhamdulillah ludes berarti masyarakat palembang menyukainya bersyukurlah alhamduliah arti masyarakat palembang syukur,2,2025-03-21 10:02:00,sedih
hapus nih vidio hapus nih,0,2025-03-24 13:29:00,marah
mau sejam pergi kalau gk di sikat ya tetap masih ada woy mau jam pergi kalau gk sikat tetap ada,1,2025-03-20 12:27:00,marah
ay kau ni beken kegaduhan bae di palembang apo kendak kau nii ay kau ni beken gaduh bae palembang apo kendaau,1,2025-03-28 12:33:00,marah
bobonsantoso lebih pro masalah makan besar lebih pro masalah makan besar,0,2025-03-20 18:31:00,marah
event ini apakah ada izin dan keamanan apakah dilibatkan kalau pengalamannya kurang dgn jumlah org sebanyak itu jgn salahkan warga palembang salahkan yg bikin acara bagaimana mereka planning acara ini oi jujur aku dak terimo warga palembang dijelekke coba diselidiki dulu ada pak polisi juga itu event izin keam apakah kalau pengalamaya kurang dgn jumlah org banyak jgn salah arga salah yg bikin acara bagaimana plaing acara r aku dak terimo arga palembang coba selidik pak polisi,0,2025-03-20 15:34:00,takut
hati jangan main dengan kota palembang bersejarah aman lah sultan darussalam palembang turun tangan habis lh kau willy salim hati jangan main kota palembang sejarah aman lah sultan darualam palembang turun tangan habis lh kau iy,2,2025-03-20 21:55:00,marah
toilet apa duduk di mobil om wil toilet apa k mobil om,1,2025-03-24 08:08:00,takut
kontanilah bae dioni amn ketmu dijalan kontan bae dioni amn ketmu jalan,2,2025-03-28 08:19:00,takut
sebagian teks hilang bagi teks hilang,0,2025-03-21 07:49:00,sedih
pengen liat video pas rebutanya ada gak ya gak ada gitu saling dorong atau gimana gitu kan seru kayanya biar jadi bukti jga kalo emang ribuan warga yg rebutan ken liat video pas rebutanyda gak gak gitu saling dorong gimana gitu seru biar jadi bukti jga kalo emang ribu arga yg,2,2025-03-25 20:05:00,marah
idak nak kau take down apo video ini cumak idak naau take don apo video cumak,0,2025-03-23 13:06:00,sedih
kesultanan palembang bersuara kesult palembang,1,2025-03-24 03:28:00,takut
buat warga palembang yg gak terima atas vidio ini coba klarifikasi dengan polisi yg ada dividio tersebut yg bener yg mana biar gak simpang siur aparat kepolisian ditanya oleh pimpinanya suruh klarifikasi salam satu dari jawa timur buat arga palembang yak terimtas vidio coba klarifikasi polisi yg dividio sebut yg bener yg mana biar gak simpang siur aparat polisi tanya pimpinanya suruh klarifikasi salam satu jaa timur,1,2025-03-22 15:54:00,marah
kita sudah berusaha semaksimal mungkin polisi konoha lagi cosplay jadi dokter indosiar sudah usaha maksimal polisi konoha cosplay jadi dokter indosiar,1,2025-03-21 01:39:00,marah
belum di take down nih di take doih,1,2025-03-25 11:53:00,takut
kebanyakan pansos lu wil banyak pansos lu,0,2025-03-20 05:02:00,takut
lah banyak cknyo yg dihasilke dari video ini eh wak lah banyak cknyo yg dihasilke video eh ak,2,2025-03-23 20:44:00,takut
ini soal atittude bukan masalah pencemaran ini itu soal atiude bukan masalah cemar,0,2025-03-26 08:02:00,sedih
gak mau take down ini video berarti benr dia cari viewr dengan bawa nama palembang gak mau take don video arti benr cari vier baa nama palembang,0,2025-03-21 16:03:00,marah
mungkin rendang nya sekalian untuk lebaran mungkin rendang nya sekali lebaran,2,2025-03-20 23:17:00,takut
kok gak di takedon kok gak,0,2025-03-20 20:20:00,marah
contohlah bobonsantoso yang mempersiapkan semuanya secara mendetail bukan cuma mau viral nya aja contoh siap semua detail bukan cuu viral,2,2025-03-20 19:47:00,sedih
klambi coklat juga koclok ngunu di kritik gak gelem klambi coklat koclok ngunu kritik gak,2,2025-03-23 17:01:00,takut
polisi apa kerjaan disitu polisi apa kerjn,0,2025-03-21 14:43:00,sedih
buat acara kok gak tertib buat acara kok gak tertib,0,2025-03-20 13:10:00,takut
ini videonya dihps saja nanti mkn byk org yg ksh komen enggak enak video mkn byk org yg ksh komak,0,2025-03-23 10:53:00,sedih
hidup palembang palelu hidualembang palelu,1,2025-03-23 06:11:00,takut
beginilah kalau semua aspek tidaj dilibatkan anda mencoreng nama baik kota palembang begini kalau semuspek tidaj coreng nama baiota,0,2025-03-22 00:57:00,takut
polisinya gimana si ga bisa ngejaga polisi gimana si ga,0,2025-03-20 14:17:00,takut
warga palembang kelaparan arga palembang lapar,1,2025-03-21 18:07:00,sedih
sebenarnya siapa yg nyuruh warga ngambek benar siapa yg nyuruh arga ngambek,0,2025-03-22 18:37:00,sedih
take down lah pulo video ini oi kan kau la minta maaf take don lah pulo video oi kan kau la minta,0,2025-03-21 19:40:00,sedih
kukira prindavan ternyata palembang kira prindavan nyata,1,2025-03-22 23:34:00,marah
menit ga sampai kata polisi nya menit ga kata polisi,0,2025-03-22 01:28:00,sedih
harus ya di posting buat apa ya posting buat apa,1,2025-03-21 15:59:00,marah
palembang apa gaes palembang apa gaes,2,2025-03-20 07:48:00,sedih
gimmick trus katek aguk giick trus katek,1,2025-03-28 05:29:00,marah
men emg minta maaf yo take down lah oyy videonyo jangan kau biarke bae men emg minta mf yo take don lah o videonyo jangan kau biarke,0,2025-03-21 18:26:00,marah
kasian banget polisinya jadi korban kasi banget polisi jadi,0,2025-03-22 20:16:00,sedih
take down lah vidio ini take don lah vidio,1,2025-03-21 09:21:00,marah
di papua lebih tertib papua lebih tertib,1,2025-03-20 05:28:00,takut
sbr kak wil memang gitu org palembang rakus tamak kak sbr kak il memanitu org palembang rakus,0,2025-03-22 00:43:00,takut
masa lima menit sih masa lima menit sih,0,2025-03-26 04:54:00,takut
luar biasa apa nya si luar biaspa nya si,2,2025-03-20 06:43:00,takut
rendam ga semahal itu padahal rendam ga mahal padahal,2,2025-03-21 22:57:00,takut
uripmu kakean drama urip kakean,0,2025-03-22 09:21:00,sedih
setingan dengan judul caption tragedi rendang hilang supaya viral ting judul caption tragedi rendang hilang,1,2025-03-28 22:29:00,takut
ko di permasalahkan kan emg mau ngaasih ya bakal abis ujung nya ko masa emg mau bakal abis,0,2025-03-22 17:12:00,marah
lain kali gausah mempermasalahkan kaya gini doang di permasalahkan klo ga iklas yaudah ga usah emg niatnya buat semua org disitu kan yasudah harusnya klo org baik di ambil dengan senang hati dan bahagia bukan memeper masalahkan syaa aja berbagi apa pun ke orang hati saya bahagia dan senang hati kali gausah masalah kaya gin doang ga iklas yaudah ga emg niat buat semua org situ yasudaarusnya klrg ambil senang hati per sy aja bagi apa ke orang hati bahagia senang,2,2025-03-22 09:40:00,marah
gara rendang medium rere nyo willi salim ini laju boleh malu galo sepalembang angett gara rendang medium nyo ii salim laju malu galo sepalembe,0,2025-03-20 06:02:00,sedih
kan kasian ka willy nya jadi di laporin polisi gara mempermasalahkan lain kali llp niat berbagi gausah mempermasalahkan kan kasi ka iy nya ja laporin polisi gara masalah kali p niat bagi gausah,0,2025-03-20 21:49:00,takut
gausah mempermasalahkan apapun gausah masalah,2,2025-03-21 21:06:00,takut
masya allah blom mateng udh hbis aja tuh rendang masyah bloateng udbis aja tuh,0,2025-03-28 05:42:00,marah
lah rb bae yg komen tambah menyala willie lah rae yg komen tambah nyala,1,2025-03-21 08:13:00,marah
dasar anak berkebutuhan khusus dasar anak butuh,1,2025-03-24 15:21:00,marah
hilang gak tuh hilang apa hilang hilanak tuh hilang apa hilang,0,2025-03-23 05:54:00,sedih
palembang gak gitu deh kek ngada ngada banget palembanak gitu deh kek,0,2025-03-22 08:53:00,takut
lebih baik hapus postingan lu willie lebih baik hapus postingan lu,0,2025-03-25 04:29:00,takut
ajir kata nya tragedi rendang hilanh ajir kata nya tragedi rendang,2,2025-03-23 19:46:00,marah
dak nyangko sampe detik ini video ini masih ado bebener be dak nyangko sampe detik video masih ado ner be,0,2025-03-23 18:20:00,marah
kok ga dihapus kok ga hapus,2,2025-03-25 12:52:00,marah
hapus be video ini hapus be video,0,2025-03-26 14:38:00,marah
takedown semua postingan lu terkait palembang willie satu palembang sakit hati gara lu takedon semua postingan lu kait palembang satu palembang sakit hati gara,0,2025-03-22 20:57:00,marah
warga palembang lapar cuyy arga palembang lapar cu,1,2025-03-28 06:49:00,marah
palembang banyak orang miskin palembang banyak orang miskin,0,2025-03-22 17:27:00,marah
take down postingan ini take don postingan,1,2025-03-27 19:04:00,takut
itu kenapa si ema ema nempel banget dah kenapa si nempel banget,0,2025-03-27 12:30:00,marah
fauzi melu bukber ora melu bukber ora,1,2025-03-20 08:36:00,marah
oi hapus aja ga sih video yg ini oi hapus aja ga sih video yg,0,2025-03-22 09:36:00,marah
intinya tunggu kode buat ambil fiksss inti tunu kode buat ambil,1,2025-03-21 05:04:00,takut
udah jangan sebut rendang hilang udah jangan sebut rendang,0,2025-03-25 01:36:00,takut
memang kurang ajar mulut kamu ini memang kurang ajar mulut kamu,0,2025-03-20 00:56:00,sedih
slide ke empat pengen nya di ulang terus slide kmpat pengeya ulang terus,1,2025-03-20 19:57:00,takut
respect sama lagunya respect sama lagu,2,2025-03-21 04:15:00,takut
borong tanaman bibit kake aku juga dong ka willie borong tanam t kake aku dong ka,1,2025-03-23 01:11:00,takut
lucu amat bang willie larinya lucu bang iie lari,2,2025-03-24 09:58:00,marah
tiati caption kau tu tiati caption kau,0,2025-03-22 04:46:00,takut
kak willi lucu lari nyaa kak ii lucu lari ny,2,2025-03-22 08:28:00,takut
bang udh bangg bang udh ban,2,2025-03-26 10:19:00,sedih
dak usah make walaupun kalo memang love menyala konten kuuuuu cuan cuan cuan cuan dak usah make alau kalo memang nyala konten,0,2025-03-20 07:50:00,takut
bnyk d tiktok bnyk d,1,2025-03-22 15:03:00,sedih
yg komen pasti mau thr yg komen mau,2,2025-03-20 22:37:00,marah
aduhhh awet muda truss ya kk rezekinya ngalir truss aduh aet muda tru rezeki ngalir tru,2,2025-03-20 18:26:00,sedih
palak bapak kau wili npd kau ni mintak di sanjung plt ini palak bapaau ili npd kau ni mintak sanjung plt,0,2025-03-22 07:58:00,sedih
kata hilang memang kurang cocok bisa diubah dengan kata habis kata hilang memang kurang k bisa ubah kata habis,0,2025-03-20 11:45:00,marah
laju dibully q bgwe dijkt ni heheh dikit rendang daging laju dibuy q bge dijkt ni h rendang daging,0,2025-03-22 19:16:00,takut
kak aku mau duriannya dong aku soalnya suka banget sama buah durian ku mau duriaya dong aku soal suka banget sama buah,2,2025-03-20 08:35:00,takut
mau thr mau thr,2,2025-03-22 04:53:00,takut
dihina tidak tumbang di kasih thr ya makasih hina tumbang kasih thr makasih,1,2025-03-22 06:14:00,marah
sesekali ke banten bang kali banten bang,2,2025-03-22 10:06:00,takut
ih jadi aku yg maluu ih jadi aku yg mal,0,2025-03-25 06:33:00,sedih
kota palembang sedang tidak baik aja dg adanya rendang hilang kota palembang sedang baik aja dg ada rendang hilang,0,2025-03-26 09:11:00,takut
retinyo caro wong kayo nyari makan cak ini nian e retinyo caro ong kayo nyari makan cak ian e,1,2025-03-22 18:15:00,takut
nyesal gak bang datang kesana nyesal gak bang datang kesana,0,2025-03-21 14:51:00,sedih
semua kebaikan di camera in semua baik camera,2,2025-03-28 10:11:00,takut
sekali kali ka di cirebon se ka,1,2025-03-23 19:48:00,marah
https www facebook com share r blkwjbfpd,1,2025-03-21 09:33:00,marah
caption kau will jdilah malu weiii willie caption kau i jdilah malu ei,0,2025-03-20 01:39:00,takut
kampang wilie ketemu dewean kusikili kau kampang ilie ketemu deean kusikili,1,2025-03-23 21:17:00,sedih
spill yang di potong sapi nya bang wil spi di potong sapi nya bang il,1,2025-03-21 08:22:00,takut
masak masak bae dak usah bawak nama daerah terlalu sensitif bae dak usah baak nama daerah terlalu,0,2025-03-22 07:37:00,sedih
palembang ni boy palembang ni,2,2025-03-21 07:29:00,takut
gk papa bang will tetap semngat gk bang i tetap semngat,0,2025-03-20 19:05:00,sedih
jangan kapok ya willy jangan kapok,2,2025-03-20 21:41:00,marah
sukses selalu wil suklalu il,2,2025-03-26 12:59:00,takut
ga espek lagunya garam cina ga espek lagu garam cina,1,2025-03-22 02:30:00,marah
karna satu orang satu suku yg jd sasaran karna satu orang satu suku yg jd,1,2025-03-22 07:28:00,takut
seharusnya jangan rendang hilang di ganti rendang habiss jangan rendang hilang ganti rendang,0,2025-03-25 21:32:00,sedih
pasti semua setingan kan semua ting,1,2025-03-24 13:05:00,takut
cun kli lagu ny yh cun kli lagu,1,2025-03-20 22:46:00,marah
bang boleh tf gak bang tf gak,1,2025-03-20 19:12:00,takut
ak willie salim masyaallah tabarakallah ak iie saliasyah,1,2025-03-21 16:43:00,marah
sehat selalu anak baik sehat selalu anak,2,2025-03-20 02:00:00,marah
hilang apo memang disetingan hilang apo memang ting,0,2025-03-21 15:00:00,takut
salam wong kito galo tapi urep nang lampung salam ong kito galo urep nang,1,2025-03-20 14:25:00,takut
tetap fokus tujuan aj wil dgn niat baik lu saya sebagai orang palembang juga bahkan malu sama orang yang gak bisa bersyukur atas apa yang telah lu niat kan semangat wil tetap fokus tuju aj il dgiat baik lu bagai orang palembang bahkan malu sama orang yanak syukur atas apa telah lu niat kan semangat,2,2025-03-20 10:51:00,takut
kasiannn bngt pdhl udaa niatt baikk tp malah d hujattt kasi bngt pdhl ud nia bai tp malah d hujat,0,2025-03-21 04:44:00,takut
sakit hati saya melihat status ig anda jangan merasa anda tenar dan kaya anda seenaknya membikin status yang memalukan warga palembang sebaiknya status ig anda ini di hapus saja sakit hati lihat status ig jangan merasnda tenar kaynda snaknya bikin status malu arga baik status ig ini,0,2025-03-28 23:41:00,marah
akhir ny vidoe di sepill lek yang satu pikiran pas idulladhaa akhir ny vidoe sepi lek satu pikir pas iduadh,2,2025-03-21 14:59:00,takut
plis kok bisa ilang menit anjirr plis kok ilang menit anji,0,2025-03-22 07:32:00,marah
belum pernah dapat thr nih ko pernah dapahr nih ko,1,2025-03-20 13:02:00,marah
laju malu kami nk liburan asal dari mano laju malu nk libur asal mano,0,2025-03-26 18:07:00,takut
mantap deh kk willie on fire terus mantap deh iie on fire,2,2025-03-20 22:02:00,marah
yang ambil rendang nya buat malu kota palembang aja ambil rendang nya buat malu kota palembang aja,0,2025-03-20 15:17:00,marah
kk wil kenapa gk jadi presiden aja kayaknya lebih cocok il gk jadi presiden aja kayak lebih k,0,2025-03-22 02:02:00,sedih
fyp vidio kamu wili salim masuk di beritaa keren conten creator terbaikk fyp vidio kamu ili saliasuk keren conten creator,2,2025-03-28 18:31:00,sedih
mang rendang favorit semua orang mang rendang favorit semua orang,2,2025-03-22 21:19:00,sedih
mending ke papua bang mending papua,0,2025-03-28 21:28:00,takut
kak willl boleh pinjem gak ribu ajah buat modal usaha udah sebulan gk jualan mana belum belikan baju lebaran buat anak anak kak il pinjem gak ribu ajah buat modal usaha udah bulan gk jual mana belikan baju lebaran buat,0,2025-03-20 01:40:00,takut
